ábaco	á.ba.co	[á].ba.co
diagenéticas	di.a.ge.né.ti.cas	di.a.ge.[né].ti.cas
diagenéticos	di.a.ge.né.ti.cos	di.a.ge.[né].ti.cos
diagnóstica	di.a.gnós.ti.ca	di.a.[gnós].ti.ca
diagnósticas	di.a.gnós.ti.cas	di.a.[gnós].ti.cas
diagnóstico	di.a.gnós.ti.co	di.a.[gnós].ti.co
diagnósticos	di.a.gnós.ti.cos	di.a.[gnós].ti.cos
dialética	di.a.lé.ti.ca	di.a.[lé].ti.ca
dialéticas	di.a.lé.ti.cas	di.a.[lé].ti.cas
dialético	di.a.lé.ti.co	di.a.[lé].ti.co
diálise	di.á.li.se	di.[á].li.se
dialógica	di.a.ló.gi.ca	di.a.[ló].gi.ca
dialógicas	di.a.ló.gi.cas	di.a.[ló].gi.cas
dialógico	di.a.ló.gi.co	di.a.[ló].gi.co
dialógicos	di.a.ló.gi.cos	di.a.[ló].gi.cos
diálogo	di.á.lo.go	di.[á].lo.go
diálogos	di.á.lo.gos	di.[á].lo.gos
diamétrica	di.a.mé.tri.ca	di.a.[mé].tri.ca
diamétricas	di.a.mé.tri.cas	di.a.[mé].tri.cas
diamétrico	di.a.mé.tri.co	di.a.[mé].tri.co
diâmetro	di.â.me.tro	di.[â].me.tro
diâmetros	di.â.me.tros	di.[â].me.tros
diaminopimelínico	di.a.mi.no.pi.me.lí.ni.co	di.a.mi.no.pi.me.[lí].ni.co
diáspora	di.ás.po.ra	di.[ás].po.ra
diásporos	di.ás.po.ros	di.[ás].po.ros
diáteses	di.á.te.ses	di.[á].te.ses
diática	di.á.ti.ca	di.[á].ti.ca
dicionarística	di.ci.o.na.rís.ti.ca	di.ci.o.na.[rís].ti.ca
dicotômica	di.co.tô.mi.ca	di.co.[tô].mi.ca
dicotômicas	di.co.tô.mi.cas	di.co.[tô].mi.cas
dicotômico	di.co.tô.mi.co	di.co.[tô].mi.co
didática	di.dá.ti.ca	di.[dá].ti.ca
didáticas	di.dá.ti.cas	di.[dá].ti.cas
didático	di.dá.ti.co	di.[dá].ti.co
didáticos	di.dá.ti.cos	di.[dá].ti.cos
diegético	die.gé.ti.co	die.[gé].ti.co
dielétrica	die.lé.tri.ca	die.[lé].tri.ca
dielétricas	die.lé.tri.cas	die.[lé].tri.cas
dielétrico	die.lé.tri.co	die.[lé].tri.co
dielétricos	die.lé.tri.cos	die.[lé].tri.cos
dietética	die.té.ti.ca	die.[té].ti.ca
dietético	die.té.ti.co	die.[té].ti.co
dificílima	di.fi.cí.li.ma	di.fi.[cí].li.ma
dificílimo	di.fi.cí.li.mo	di.fi.[cí].li.mo
difratômetro	di.fra.tô.me.tro	di.fra.[tô].me.tro
difratômetros	di.fra.tô.me.tros	di.fra.[tô].me.tros
dígito	dí.gi.to	[dí].gi.to
dígitos	dí.gi.tos	[dí].gi.tos
dígrafo	dí.gra.fo	[dí].gra.fo
dilatométrica	di.la.to.mé.tri.ca	di.la.to.[mé].tri.ca
dilatométricas	di.la.to.mé.tri.cas	di.la.to.[mé].tri.cas
dilatométrico	di.la.to.mé.tri.co	di.la.to.[mé].tri.co
dilatométricos	di.la.to.mé.tri.cos	di.la.to.[mé].tri.cos
dilatômetro	di.la.tô.me.tro	di.la.[tô].me.tro
dilemáticas	di.le.má.ti.cas	di.le.[má].ti.cas
dimérica	di.mé.ri.ca	di.[mé].ri.ca
dímero	dí.me.ro	[dí].me.ro
dimetilsulfóxido	di.me.tils.ul.fó.xi.do	di.me.tils.ul.[fó].xi.do
dinâmica	di.nâ.mi.ca	di.[nâ].mi.ca
dinâmicas	di.nâ.mi.cas	di.[nâ].mi.cas
dinâmico	di.nâ.mi.co	di.[nâ].mi.co
dinâmicos	di.nâ.mi.cos	di.[nâ].mi.cos
dínamo	dí.na.mo	[dí].na.mo
dinamômetros	di.na.mô.me.tros	di.na.[mô].me.tros
dinásticas	di.nás.ti.cas	di.[nás].ti.cas
diócino	di.ó.ci.no	di.[ó].ci.no
diógenes	di.ó.ge.nes	di.[ó].ge.nes
dionisíacas	di.o.ni.sí.a.cas	di.o.ni.[sí].a.cas
diópsido	di.ó.p.si.do	di.[ó].p.si.do
dióxido	di.ó.xi.do	di.[ó].xi.do
dioxínicas	dio.xí.ni.cas	dio.[xí].ni.cas
diplomática	di.plo.má.ti.ca	di.plo.[má].ti.ca
diplomáticas	di.plo.má.ti.cas	di.plo.[má].ti.cas
diplomático	di.plo.má.ti.co	di.plo.[má].ti.co
diplomáticos	di.plo.má.ti.cos	di.plo.[má].ti.cos
díptera	díp.te.ra	[díp].te.ra
dípteros	díp.te.ros	[díp].te.ros
diríamos	di.rí.a.mos	di.[rí].a.mos
discípula	dis.cí.pu.la	dis.[cí].pu.la
discípulas	dis.cí.pu.las	dis.[cí].pu.las
discípulo	dis.cí.pu.lo	dis.[cí].pu.lo
discípulos	dis.cí.pu.los	dis.[cí].pu.los
discutíamos	dis.cu.tí.a.mos	dis.cu.[tí].a.mos
disfêmica	dis.fê.mi.ca	dis.[fê].mi.ca
disgênico	dis.gê.ni.co	dis.[gê].ni.co
díspares	dís.pa.res	[dís].pa.res
dispendíamos	dis.pen.dí.a.mos	dis.pen.[dí].a.mos
dispúnhamos	dis.pú.nha.mos	dis.[pú].nha.mos
disputadíssima	dis.pu.ta.dí.ssi.ma	dis.pu.ta.[dí].ssi.ma
dissulfídicas	di.ssul.fí.di.cas	di.ssul.[fí].di.cas
dístico	dís.ti.co	[dís].ti.co
dísticos	dís.ti.cos	[dís].ti.cos
distribuíamos	dis.tri.bu.í.a.mos	dis.tri.bu.[í].a.mos
diurético	diu.ré.ti.co	diu.[ré].ti.co
diuréticos	diu.ré.ti.cos	diu.[ré].ti.cos
divertículo	di.ver.tí.cu.lo	di.ver.[tí].cu.lo
divertidíssima	di.ver.ti.dí.ssi.ma	di.ver.ti.[dí].ssi.ma
dívida	dí.vi.da	[dí].vi.da
dívidas	dí.vi.das	[dí].vi.das
dizíamos	di.zí.a.mos	di.[zí].a.mos
dízimo	dí.zi.mo	[dí].zi.mo
documentarístico	do.cu.men.ta.rís.ti.co	do.cu.men.ta.[rís].ti.co
dodecafônica	do.de.ca.fô.ni.ca	do.de.ca.[fô].ni.ca
dodecassílabo	do.de.ca.ssí.la.bo	do.de.ca.[ssí].la.bo
dogmática	dog.má.ti.ca	dog.[má].ti.ca
dogmáticas	dog.má.ti.cas	dog.[má].ti.cas
dogmático	dog.má.ti.co	dog.[má].ti.co
dogmáticos	dog.má.ti.cos	dog.[má].ti.cos
dólares	dó.la.res	[dó].la.res
dolomítica	do.lo.mí.ti.ca	do.lo.[mí].ti.ca
dolomítico	do.lo.mí.ti.co	do.lo.[mí].ti.co
doméstica	do.més.ti.ca	do.[més].ti.ca
domésticas	do.més.ti.cas	do.[més].ti.cas
doméstico	do.més.ti.co	do.[més].ti.co
domésticos	do.més.ti.cos	do.[més].ti.cos
dórica	dó.ri.ca	[dó].ri.ca
drácula	drá.cu.la	[drá].cu.la
dramática	dra.má.ti.ca	dra.[má].ti.ca
dramáticas	dra.má.ti.cas	dra.[má].ti.cas
dramático	dra.má.ti.co	dra.[má].ti.co
dramáticos	dra.má.ti.cos	dra.[má].ti.cos
dramatúrgica	dra.ma.túr.gi.ca	dra.ma.[túr].gi.ca
dramatúrgico	dra.ma.túr.gi.co	dra.ma.[túr].gi.co
drástica	drás.ti.ca	[drás].ti.ca
drásticas	drás.ti.cas	[drás].ti.cas
drástico	drás.ti.co	[drás].ti.co
drásticos	drás.ti.cos	[drás].ti.cos
drosófila	dro.só.fi.la	dro.[só].fi.la
drosófilas	dro.só.fi.las	dro.[só].fi.las
dualística	du.a.lís.ti.ca	du.a.[lís].ti.ca
dulcícola	dul.cí.co.la	dul.[cí].co.la
duodécimos	duo.dé.ci.mos	duo.[dé].ci.mos
dúplice	dú.pli.ce	[dú].pli.ce
duríssima	du.rí.ssi.ma	du.[rí].ssi.ma
duríssimo	du.rí.ssi.mo	du.[rí].ssi.mo
dúvida	dú.vi.da	[dú].vi.da
dúvidas	dú.vi.das	[dú].vi.das
ébano	é.ba.no	[é].ba.no
éboli	é.bo.li	[é].bo.li
eclesiástica	e.cle.si.ás.ti.ca	e.cle.si.[ás].ti.ca
eclesiástico	e.cle.si.ás.ti.co	e.cle.si.[ás].ti.co
eclesiásticos	e.cle.si.ás.ti.cos	e.cle.si.[ás].ti.cos
eclética	e.clé.ti.ca	e.[clé].ti.ca
eclético	e.clé.ti.co	e.[clé].ti.co
ecléticos	e.clé.ti.cos	e.[clé].ti.cos
ecológica	e.co.ló.gi.ca	e.co.[ló].gi.ca
ecológicas	e.co.ló.gi.cas	e.co.[ló].gi.cas
ecológico	e.co.ló.gi.co	e.co.[ló].gi.co
ecológicos	e.co.ló.gi.cos	e.co.[ló].gi.cos
ecólogo	e.có.lo.go	e.[có].lo.go
ecólogos	e.có.lo.gos	e.[có].lo.gos
econométrica	e.co.no.mé.tri.ca	e.co.no.[mé].tri.ca
econométricas	e.co.no.mé.tri.cas	e.co.no.[mé].tri.cas
econométrico	e.co.no.mé.tri.co	e.co.no.[mé].tri.co
econométricos	e.co.no.mé.tri.cos	e.co.no.[mé].tri.cos
econômica	e.co.nô.mi.ca	e.co.[nô].mi.ca
econômicas	e.co.nô.mi.cas	e.co.[nô].mi.cas
econômico	e.co.nô.mi.co	e.co.[nô].mi.co
econômicos	e.co.nô.mi.cos	e.co.[nô].mi.cos
ecossistêmica	e.co.ssis.tê.mi.ca	e.co.ssis.[tê].mi.ca
ecótipo	e.có.ti.po	e.[có].ti.po
ecótono	e.có.to.no	e.[có].to.no
ecótonos	e.có.to.nos	e.[có].to.nos
ectodérmica	e.c.to.dér.mi.ca	e.c.to.[dér].mi.ca
ectossimbiótica	e.c.to.ssim.bi.ó.ti.ca	e.c.to.ssim.bi.[ó].ti.ca
ectotróficas	e.c.to.tró.fi.cas	e.c.to.[tró].fi.cas
ecumênica	e.cu.mê.ni.ca	e.cu.[mê].ni.ca
ecumênico	e.cu.mê.ni.co	e.cu.[mê].ni.co
edáfica	e.dá.fi.ca	e.[dá].fi.ca
edáficas	e.dá.fi.cas	e.[dá].fi.cas
edáficos	e.dá.fi.cos	e.[dá].fi.cos
edafológicas	e.da.fo.ló.gi.cas	e.da.fo.[ló].gi.cas
edênica	e.dê.ni.ca	e.[dê].ni.ca
edênicas	e.dê.ni.cas	e.[dê].ni.cas
edênico	e.dê.ni.co	e.[dê].ni.co
edênicos	e.dê.ni.cos	e.[dê].ni.cos
edícula	e.dí.cu.la	e.[dí].cu.la
édipo	é.di.po	[é].di.po
édito	é.di.to	[é].di.to
éfedra	é.fe.dra	[é].fe.dra
efêmera	e.fê.me.ra	e.[fê].me.ra
efêmeras	e.fê.me.ras	e.[fê].me.ras
efeméride	e.fe.mé.ri.de	e.fe.[mé].ri.de
efemérides	e.fe.mé.ri.des	e.fe.[mé].ri.des
efêmero	e.fê.me.ro	e.[fê].me.ro
efêmeros	e.fê.me.ros	e.[fê].me.ros
éfeso	é.fe.so	[é].fe.so
eficientíssimo	e.fi.ci.en.tí.ssi.mo	e.fi.ci.en.[tí].ssi.mo
égide	é.gi.de	[é].gi.de
egiptólogo	e.gip.tó.lo.go	e.gip.[tó].lo.go
egiptólogos	e.gip.tó.lo.gos	e.gip.[tó].lo.gos
egocêntrica	e.go.cên.tri.ca	e.go.[cên].tri.ca
elaboraríamos	e.la.bo.ra.rí.a.mos	e.la.bo.ra.[rí].a.mos
elaídico	e.la.í.di.co	e.la.[í].di.co
elástica	e.lás.ti.ca	e.[lás].ti.ca
elásticas	e.lás.ti.cas	e.[lás].ti.cas
elástico	e.lás.ti.co	e.[lás].ti.co
elásticos	e.lás.ti.cos	e.[lás].ti.cos
elastolítica	e.las.to.lí.ti.ca	e.las.to.[lí].ti.ca
elastômero	e.las.tô.me.ro	e.las.[tô].me.ro
elastômeros	e.las.tô.me.ros	e.las.[tô].me.ros
elegantíssimas	e.le.gan.tí.ssi.mas	e.le.gan.[tí].ssi.mas
elétrica	e.lé.tri.ca	e.[lé].tri.ca
elétricas	e.lé.tri.cas	e.[lé].tri.cas
elétrico	e.lé.tri.co	e.[lé].tri.co
elétricos	e.lé.tri.cos	e.[lé].tri.cos
eletroanalítica	e.le.tro.a.na.lí.ti.ca	e.le.tro.a.na.[lí].ti.ca
eletrocardiógrafo	e.le.tro.car.di.ó.gra.fo	e.le.tro.car.di.[ó].gra.fo
eletrodinâmica	e.le.tro.di.nâ.mi.ca	e.le.tro.di.[nâ].mi.ca
eletrodoméstico	e.le.tro.do.més.ti.co	e.le.tro.do.[més].ti.co
eletrodomésticos	e.le.tro.do.més.ti.cos	e.le.tro.do.[més].ti.cos
eletroeletrônica	e.le.troe.le.trô.ni.ca	e.le.troe.le.[trô].ni.ca
eletroeletrônicos	e.le.troe.le.trô.ni.cos	e.le.troe.le.[trô].ni.cos
eletrofisiológicos	e.le.tro.fi.sio.ló.gi.cos	e.le.tro.fi.sio.[ló].gi.cos
eletrólise	e.le.tró.li.se	e.le.[tró].li.se
eletrolítico	e.le.tro.lí.ti.co	e.le.tro.[lí].ti.co
eletromagnética	e.le.tro.mag.né.ti.ca	e.le.tro.mag.[né].ti.ca
eletromagnéticas	e.le.tro.mag.né.ti.cas	e.le.tro.mag.[né].ti.cas
eletromagnético	e.le.tro.mag.né.ti.co	e.le.tro.mag.[né].ti.co
eletromagnéticos	e.le.tro.mag.né.ti.cos	e.le.tro.mag.[né].ti.cos
eletromecânica	e.le.tro.me.câ.ni.ca	e.le.tro.me.[câ].ni.ca
eletromecânico	e.le.tro.me.câ.ni.co	e.le.tro.me.[câ].ni.co
eletromiográficas	e.le.tro.mio.grá.fi.cas	e.le.tro.mio.[grá].fi.cas
eletrônica	e.le.trô.ni.ca	e.le.[trô].ni.ca
eletrônicas	e.le.trô.ni.cas	e.le.[trô].ni.cas
eletrônico	e.le.trô.ni.co	e.le.[trô].ni.co
eletrônicos	e.le.trô.ni.cos	e.le.[trô].ni.cos
eletroóptico	e.le.tro.ó.p.ti.co	e.le.tro.[ó].p.ti.co
eletroquímica	e.le.tro.quí.mi.ca	e.le.tro.[quí].mi.ca
eletroquímicas	e.le.tro.quí.mi.cas	e.le.tro.[quí].mi.cas
eletroquímico	e.le.tro.quí.mi.co	e.le.tro.[quí].mi.co
eletroquímicos	e.le.tro.quí.mi.cos	e.le.tro.[quí].mi.cos
eletrostática	e.le.tros.tá.ti.ca	e.le.tros.[tá].ti.ca
eletrostático	e.le.tros.tá.ti.co	e.le.tros.[tá].ti.co
eletrotécnica	e.le.tro.téc.ni.ca	e.le.tro.[téc].ni.ca
eletrotécnicos	e.le.tro.téc.ni.cos	e.le.tro.[téc].ni.cos
eletrotérmico	e.le.tro.tér.mi.co	e.le.tro.[tér].mi.co
elevadíssima	e.le.va.dí.ssi.ma	e.le.va.[dí].ssi.ma
elevadíssimo	e.le.va.dí.ssi.mo	e.le.va.[dí].ssi.mo
elevadíssimos	e.le.va.dí.ssi.mos	e.le.va.[dí].ssi.mos
élida	é.li.da	[é].li.da
eliminaríamos	e.li.mi.na.rí.a.mos	e.li.mi.na.[rí].a.mos
elíptica	e.líp.ti.ca	e.[líp].ti.ca
elípticas	e.líp.ti.cas	e.[líp].ti.cas
elíptico	e.líp.ti.co	e.[líp].ti.co
elípticos	e.líp.ti.cos	e.[líp].ti.cos
elisângela	e.li.sân.ge.la	e.li.[sân].ge.la
elizângela	e.li.zân.ge.la	e.li.[zân].ge.la
emblemática	em.ble.má.ti.ca	em.ble.[má].ti.ca
emblemáticas	em.ble.má.ti.cas	em.ble.[má].ti.cas
emblemático	em.ble.má.ti.co	em.ble.[má].ti.co
emblemáticos	em.ble.má.ti.cos	em.ble.[má].ti.cos
êmbolo	êm.bo.lo	[êm].bo.lo
embriogênese	em.brio.gê.ne.se	em.brio.[gê].ne.se
embriológico	em.brio.ló.gi.co	em.brio.[ló].gi.co
emérita	e.mé.ri.ta	e.[mé].ri.ta
emérito	e.mé.ri.to	e.[mé].ri.to
eméritos	e.mé.ri.tos	e.[mé].ri.tos
émerson	é.mer.son	[é].mer.son
emilianópolis	e.mi.li.a.nó.po.lis	e.mi.li.a.[nó].po.lis
empédocles	em.pé.do.cles	em.[pé].do.cles
emperradíssimo	em.pe.rra.dí.ssi.mo	em.pe.rra.[dí].ssi.mo
empírica	em.pí.ri.ca	em.[pí].ri.ca
empíricas	em.pí.ri.cas	em.[pí].ri.cas
empírico	em.pí.ri.co	em.[pí].ri.co
empíricos	em.pí.ri.cos	em.[pí].ri.cos
empregávamos	em.pre.gá.va.mos	em.pre.[gá].va.mos
empréstimo	em.prés.ti.mo	em.[prés].ti.mo
empréstimos	em.prés.ti.mos	em.[prés].ti.mos
encefálico	en.ce.fá.li.co	en.ce.[fá].li.co
encéfalo	en.cé.fa.lo	en.[cé].fa.lo
enciclopédica	en.ci.clo.pé.di.ca	en.ci.clo.[pé].di.ca
enciclopédicas	en.ci.clo.pé.di.cas	en.ci.clo.[pé].di.cas
enciclopédico	en.ci.clo.pé.di.co	en.ci.clo.[pé].di.co
enciclopédicos	en.ci.clo.pé.di.cos	en.ci.clo.[pé].di.cos
ênclise	ên.cli.se	[ên].cli.se
ênclises	ên.cli.ses	[ên].cli.ses
enclíticas	en.clí.ti.cas	en.[clí].ti.cas
encontraríamos	en.con.tra.rí.a.mos	en.con.tra.[rí].a.mos
encontrávamos	en.con.trá.va.mos	en.con.[trá].va.mos
endêmica	en.dê.mi.ca	en.[dê].mi.ca
endêmicas	en.dê.mi.cas	en.[dê].mi.cas
endêmico	en.dê.mi.co	en.[dê].mi.co
endêmicos	en.dê.mi.cos	en.[dê].mi.cos
endócrina	en.dó.cri.na	en.[dó].cri.na
endócrinas	en.dó.cri.nas	en.[dó].cri.nas
endócrino	en.dó.cri.no	en.[dó].cri.no
endocrinológicas	en.do.cri.no.ló.gi.cas	en.do.cri.no.[ló].gi.cas
endócrinos	en.dó.cri.nos	en.[dó].cri.nos
endófitas	en.dó.fi.tas	en.[dó].fi.tas
endofíticas	en.do.fí.ti.cas	en.do.[fí].ti.cas
endogâmica	en.do.gâ.mi.ca	en.do.[gâ].mi.ca
endogâmico	en.do.gâ.mi.co	en.do.[gâ].mi.co
endógena	en.dó.ge.na	en.[dó].ge.na
endógenas	en.dó.ge.nas	en.[dó].ge.nas
endógeno	en.dó.ge.no	en.[dó].ge.no
endógenos	en.dó.ge.nos	en.[dó].ge.nos
endolinfático	en.do.lin.fá.ti.co	en.do.lin.[fá].ti.co
endoscópica	en.dos.có.pi.ca	en.dos.[có].pi.ca
endoscópicas	en.dos.có.pi.cas	en.dos.[có].pi.cas
endoscópico	en.dos.có.pi.co	en.dos.[có].pi.co
endoscópicos	en.dos.có.pi.cos	en.dos.[có].pi.cos
endossimbiótica	en.do.ssim.bi.ó.ti.ca	en.do.ssim.bi.[ó].ti.ca
endotérmica	en.do.tér.mi.ca	en.do.[tér].mi.ca
endotérmicas	en.do.tér.mi.cas	en.do.[tér].mi.cas
endotérmico	en.do.tér.mi.co	en.do.[tér].mi.co
endotérmicos	en.do.tér.mi.cos	en.do.[tér].mi.cos
endotróficas	en.do.tró.fi.cas	en.do.[tró].fi.cas
energética	e.ner.gé.ti.ca	e.ner.[gé].ti.ca
energéticas	e.ner.gé.ti.cas	e.ner.[gé].ti.cas
energético	e.ner.gé.ti.co	e.ner.[gé].ti.co
energéticos	e.ner.gé.ti.cos	e.ner.[gé].ti.cos
enérgica	e.nér.gi.ca	e.[nér].gi.ca
enérgicas	e.nér.gi.cas	e.[nér].gi.cas
enérgico	e.nér.gi.co	e.[nér].gi.co
enérgicos	e.nér.gi.cos	e.[nér].gi.cos
energúmeno	e.ner.gú.me.no	e.ner.[gú].me.no
energúmenos	e.ner.gú.me.nos	e.ner.[gú].me.nos
enésima	e.né.si.ma	e.[né].si.ma
enésimo	e.né.si.mo	e.[né].si.mo
ênfase	ên.fa.se	[ên].fa.se
ênfases	ên.fa.ses	[ên].fa.ses
enfática	en.fá.ti.ca	en.[fá].ti.ca
enfático	en.fá.ti.co	en.[fá].ti.co
engajadíssimo	en.ga.ja.dí.ssi.mo	en.ga.ja.[dí].ssi.mo
enigmática	e.nig.má.ti.ca	e.nig.[má].ti.ca
enigmáticas	e.nig.má.ti.cas	e.nig.[má].ti.cas
enigmático	e.nig.má.ti.co	e.nig.[má].ti.co
ensaística	en.sa.ís.ti.ca	en.sa.[ís].ti.ca
ensaístico	en.sa.ís.ti.co	en.sa.[ís].ti.co
entendíamos	en.ten.dí.a.mos	en.ten.[dí].a.mos
entérica	en.té.ri.ca	en.[té].ri.ca
enteropatogênicas	en.te.ro.pa.to.gê.ni.cas	en.te.ro.pa.to.[gê].ni.cas
enterotoxigênicas	en.te.ro.to.xi.gê.ni.cas	en.te.ro.to.xi.[gê].ni.cas
enterotoxigênicos	en.te.ro.to.xi.gê.ni.cos	en.te.ro.to.xi.[gê].ni.cos
entomológica	en.to.mo.ló.gi.ca	en.to.mo.[ló].gi.ca
entomológicas	en.to.mo.ló.gi.cas	en.to.mo.[ló].gi.cas
entomológico	en.to.mo.ló.gi.co	en.to.mo.[ló].gi.co
entomológicos	en.to.mo.ló.gi.cos	en.to.mo.[ló].gi.cos
entomólogos	en.to.mó.lo.gos	en.to.[mó].lo.gos
entomóptica	en.to.móp.ti.ca	en.to.[móp].ti.ca
entrávamos	en.trá.va.mos	en.[trá].va.mos
entrópico	en.tró.pi.co	en.[tró].pi.co
entusiasmadíssimo	en.tu.sia.s.ma.dí.ssi.mo	en.tu.sia.s.ma.[dí].ssi.mo
entusiástica	en.tu.si.ás.ti.ca	en.tu.si.[ás].ti.ca
entusiásticas	en.tu.si.ás.ti.cas	en.tu.si.[ás].ti.cas
entusiástico	en.tu.si.ás.ti.co	en.tu.si.[ás].ti.co
enviávamos	en.vi.á.va.mos	en.vi.[á].va.mos
enxadrístico	en.xa.drís.ti.co	en.xa.[drís].ti.co
enzimática	en.zi.má.ti.ca	en.zi.[má].ti.ca
enzimáticas	en.zi.má.ti.cas	en.zi.[má].ti.cas
enzimático	en.zi.má.ti.co	en.zi.[má].ti.co
enzimáticos	en.zi.má.ti.cos	en.zi.[má].ti.cos
enzimológica	en.zi.mo.ló.gi.ca	en.zi.mo.[ló].gi.ca
enzimológicas	en.zi.mo.ló.gi.cas	en.zi.mo.[ló].gi.cas
enzoótica	en.zo.ó.ti.ca	en.zo.[ó].ti.ca
eólica	e.ó.li.ca	e.[ó].li.ca
eólicas	e.ó.li.cas	e.[ó].li.cas
eosinófilos	e.o.si.nó.fi.los	e.o.si.[nó].fi.los
epanáfora	e.pa.ná.fo.ra	e.pa.[ná].fo.ra
épica	é.pi.ca	[é].pi.ca
épicas	é.pi.cas	[é].pi.cas
épico	é.pi.co	[é].pi.co
épicos	é.pi.cos	[é].pi.cos
epidêmica	e.pi.dê.mi.ca	e.pi.[dê].mi.ca
epidêmicas	e.pi.dê.mi.cas	e.pi.[dê].mi.cas
epidêmico	e.pi.dê.mi.co	e.pi.[dê].mi.co
epidêmicos	e.pi.dê.mi.cos	e.pi.[dê].mi.cos
epidemiológica	e.pi.de.mio.ló.gi.ca	e.pi.de.mio.[ló].gi.ca
epidemiológicas	e.pi.de.mio.ló.gi.cas	e.pi.de.mio.[ló].gi.cas
epidemiológico	e.pi.de.mio.ló.gi.co	e.pi.de.mio.[ló].gi.co
epidemiológicos	e.pi.de.mio.ló.gi.cos	e.pi.de.mio.[ló].gi.cos
epidérmica	e.pi.dér.mi.ca	e.pi.[dér].mi.ca
epifenômeno	e.pi.fe.nô.me.no	e.pi.fe.[nô].me.no
epífitas	e.pí.fi.tas	e.[pí].fi.tas
epigástrica	e.pi.gás.tri.ca	e.pi.[gás].tri.ca
epígonos	e.pí.go.nos	e.[pí].go.nos
epígrafe	e.pí.gra.fe	e.[pí].gra.fe
epígrafes	e.pí.gra.fes	e.[pí].gra.fes
epigramática	e.pi.gra.má.ti.ca	e.pi.gra.[má].ti.ca
epigramáticos	e.pi.gra.má.ti.cos	e.pi.gra.[má].ti.cos
epilético	e.pi.lé.ti.co	e.pi.[lé].ti.co
epílogo	e.pí.lo.go	e.[pí].lo.go
episódica	e.pi.só.di.ca	e.pi.[só].di.ca
episódico	e.pi.só.di.co	e.pi.[só].di.co
epistêmica	e.pis.tê.mi.ca	e.pis.[tê].mi.ca
epistêmico	e.pis.tê.mi.co	e.pis.[tê].mi.co
epistemológica	e.pis.te.mo.ló.gi.ca	e.pis.te.mo.[ló].gi.ca
epistemológicas	e.pis.te.mo.ló.gi.cas	e.pis.te.mo.[ló].gi.cas
epistemológico	e.pis.te.mo.ló.gi.co	e.pis.te.mo.[ló].gi.co
epistemológicos	e.pis.te.mo.ló.gi.cos	e.pis.te.mo.[ló].gi.cos
epistemólogo	e.pis.te.mó.lo.go	e.pis.te.[mó].lo.go
epístola	e.pís.to.la	e.[pís].to.la
epistológrafo	e.pis.to.ló.gra.fo	e.pis.to.[ló].gra.fo
epíteto	e.pí.te.to	e.[pí].te.to
epítetos	e.pí.te.tos	e.[pí].te.tos
epítopos	e.pí.to.pos	e.[pí].to.pos
época	é.po.ca	[é].po.ca
épocas	é.po.cas	[é].po.cas
equânime	e.quâ.ni.me	e.[quâ].ni.me
equânimes	e.quâ.ni.mes	e.[quâ].ni.mes
equívoca	e.quí.vo.ca	e.[quí].vo.ca
equívoco	e.quí.vo.co	e.[quí].vo.co
equívocos	e.quí.vo.cos	e.[quí].vo.cos
éramos	é.ra.mos	[é].ra.mos
ergométrica	er.go.mé.tri.ca	er.go.[mé].tri.ca
ergonométricos	er.go.no.mé.tri.cos	er.go.no.[mé].tri.cos
ergonômica	er.go.nô.mi.ca	er.go.[nô].mi.ca
ergonômicas	er.go.nô.mi.cas	er.go.[nô].mi.cas
ergonômico	er.go.nô.mi.co	er.go.[nô].mi.co
ergonômicos	er.go.nô.mi.cos	er.go.[nô].mi.cos
érica	é.ri.ca	[é].ri.ca
érico	é.ri.co	[é].ri.co
erógenas	e.ró.ge.nas	e.[ró].ge.nas
erômeno	e.rô.me.no	e.[rô].me.no
erômenos	e.rô.me.nos	e.[rô].me.nos
erótica	e.ró.ti.ca	e.[ró].ti.ca
eróticas	e.ró.ti.cas	e.[ró].ti.cas
erótico	e.ró.ti.co	e.[ró].ti.co
eróticos	e.ró.ti.cos	e.[ró].ti.cos
erotólogos	e.ro.tó.lo.gos	e.ro.[tó].lo.gos
errática	e.rrá.ti.ca	e.[rrá].ti.ca
errático	e.rrá.ti.co	e.[rrá].ti.co
erráticos	e.rrá.ti.cos	e.[rrá].ti.cos
escândalo	es.cân.da.lo	es.[cân].da.lo
escândalos	es.cân.da.los	es.[cân].da.los
escápula	es.cá.pu.la	es.[cá].pu.la
escatológica	es.ca.to.ló.gi.ca	es.ca.to.[ló].gi.ca
escatológicas	es.ca.to.ló.gi.cas	es.ca.to.[ló].gi.cas
escatológico	es.ca.to.ló.gi.co	es.ca.to.[ló].gi.co
escolástica	es.co.lás.ti.ca	es.co.[lás].ti.ca
escolásticas	es.co.lás.ti.cas	es.co.[lás].ti.cas
escolástico	es.co.lás.ti.co	es.co.[lás].ti.co
escolásticos	es.co.lás.ti.cos	es.co.[lás].ti.cos
escovódromo	es.co.vó.dro.mo	es.co.[vó].dro.mo
escrúpulo	es.crú.pu.lo	es.[crú].pu.lo
escrúpulos	es.crú.pu.los	es.[crú].pu.los
escultórica	es.cul.tó.ri.ca	es.cul.[tó].ri.ca
escultóricas	es.cul.tó.ri.cas	es.cul.[tó].ri.cas
escultóricos	es.cul.tó.ri.cos	es.cul.[tó].ri.cos
esdrúxulas	es.drú.xu.las	es.[drú].xu.las
